author_name,author_id,citations,paper_count,h_index,institution
leila tavakoli,2104141869,23,5,3,
chen-feng tsai,2175316019,2,2,1,
yu-ze liu,2175971317,2,2,1,
yi-shyuan chiang,2055778093,14,8,2,
chuan-ju wang,1808412,3430,399,26,
jing-kai lou,3081603,341,25,8,
avishek anand,2004208434,128,14,7,
zijian zhang,47295030,80,19,3,
vinay setty,2852530,1260,50,13,
p. parameswaran,1477624286,30,9,3,
a. trotman,145980720,4129,209,35,
florian schneider,2057852741,187,16,6,
chris biemann,31565315,6808,276,41,
e. w. d. luca,1692708,1399,125,18,
sebastian ernst,2175278352,1,4,1,
m. gonter,2149680,135,27,8,
andreas krug,2059513842,30,4,2,
sabine wehnert,91112285,38,16,3,
viju sudhi,2121276445,17,7,2,
n. homner,103376772,0,2,0,
d. lewis,35153517,18426,94,41,
congcong ge,3471001,83,15,6,
xiaocan zeng,2175355952,10,6,2,
m. oyamada,37267314,107,21,6,
yuyang dong,2815918,77,21,5,
milena bruseva,2175276919,2,2,1,
satya almasian,10297746,63,13,5,
michael gertz,40136143,6507,266,37,
d. glowacka,2090521,1136,119,18,
yang liu,1614039034,352,24,7,
a. medlar,3222337,1919,60,16,
françois-paul servant,2065740596,110,17,5,
l. tamine,1737705,1599,128,22,
josé g. moreno,153230523,71,28,3,
raphael sourty,2034015684,94,4,2,
d. pohl,93689955,23573,656,71,
dennis aumiller,1396275349,75,16,6,
burkhard schafer,1763107,1780,174,16,
melissa duheric,2175276328,0,1,0,
wendy moncur,1758268,1434,76,19,
j. briggs,39771817,375,48,8,
e. nicol,31673611,310,61,10,
callum nash,151384375,21,5,2,
a. tagarelli,1688359,2146,196,28,
lucio la cava,2115944163,46,11,3,
andrea simeri,2118310320,26,7,2,
a. donati,27472488,558,113,11,
ilaria roma,2175276851,3,3,1,
josé manuél gómez-pérez,2420472,1506,134,18,
j. martínez-heras,1405051550,88,13,4,
cristian berrio,2064324876,23,7,3,
andres garcia-silva,1401950156,1601,52,10,
alessandro speggiorin,2175276993,1,3,1,
a. leuski,3201827,2792,109,28,
sabiq khan,2159557245,2,2,1,
yihan fang,2112787440,3,4,1,
zhiyuan peng,2151722870,4,6,1,
subramaniam vincent,2006386662,11,7,2,
qiming yuan,153930486,2344,18,6,
xiaoxiao shang,29915563,153,16,5,
lauren xie,2159548831,2,2,1,
maciej rybiński,2051958499,113,41,6,
sarvnaz karimi,2051958976,34,28,3,
liam watts,2175276945,1,1,1,
zhen yao,2113322859,26,10,3,
yajing xu,2156549998,32,5,3,
mingyang chen,2134563447,30,9,4,
hongtao yu,2156549538,10,4,2,
feiyu xiong,2068169902,151,24,6,
zezhong xu,2136396192,50,8,4,
yufen huang,2108692967,142,15,6,
xian-gan chen,2143735289,40,5,4,
tuulikki alamettälä,1855726,62,12,4,
paavo arvola,35004884,322,46,9,
xiaolian zhang,2175970915,7,4,2,
jiangxu lin,2175305646,7,3,2,
yu yang,2116466625,9,4,2,
meng wang,2146058661,63,6,3,
ke chen,2152953644,143,33,7,
dawei jiang,48219927,858,34,10,
linzhu yu,2175315261,0,2,0,
l. shou,144128216,1624,148,19,
robert west,145387102,8077,323,36,
akhil arora,2644814,462,21,8,
huan chang,2116909850,399,7,3,
andreas spitz,15803441,406,50,13,
vuk vuković,15103921,379,59,10,
yifan yang,2108989490,64,6,4,
gong zhang,2115982390,8,3,1,
wenchao xiu,49546893,249,6,4,
zhonghuo wu,2175322225,0,1,0,
kaili zhang,2158521744,3,6,1,
yiran wang,2125429595,9,5,2,
taofeng xue,104792066,14,11,2,
qin zhang,2144098176,2,2,1,
daniela vianna,145601543,69,15,5,
e. moura,1733769,3455,128,31,
ivan provalov,3113907,42,3,2,
sudeep das,49656071,27,5,2,
vickie zhang,2175275523,0,1,0,
weidong zhang,2175457788,0,1,0,
xiangyu xi,2268306,92,17,4,
xiaolu zhang,2118044462,560,41,12,
qintong wu,2155452030,10,5,2,
lihong gu,2069591698,28,16,3,
zhaoxin huan,50815987,36,9,3,
yong he,2145948819,31,14,3,
gongduo zhang,2163387380,9,4,2,
jun zhou,2151551686,310,24,6,
jinjie gu,50771151,174,46,7,
yue zhu,2175460609,3,1,1,
linjian mo,2118895602,47,23,3,
henry s. vieira,145494894,15,5,2,
kevin foley,2175278491,0,1,0,
ferhan ture,52416773,73,15,6,
richard walsh,2175277691,0,1,0,
sardar hamidian,3457858,375,10,6,
scott rome,2175277260,0,1,0,
arnold overwijk,2734525,934,23,8,
md tahmid rahman laskar,46437970,250,22,10,
shashi bhushan tn,2175276863,9,1,1,
xue-yong fu,2130534016,38,8,4,
jonathan johnston,2164384867,19,2,2,
cheng chen,2145775089,78,11,5,
simon corston-oliver,1403806833,1332,42,15,
yanheng wei,1981344,47,7,3,
lucas bernardi,38239271,190,14,7,
m. schwoerer,3399766,14199,196,51,
ioannis kangas,2126517411,9,2,2,
daniel clothiaux,7197436,388,5,2,
r. starzl,49789786,4,3,2,
